,App,Category,Size_M,Price,Rating
404,Math Ninja HD,Games,23.97265625,1.99,4.5
405,Résultats Foot en Direct,Sports,62.0595703125,0.0,4.5
406,Chase Mobile,Finance,33.3310546875,0.0,4.5
407,Captio - Email yourself with 1 tap,Productivity,18.171875,1.99,4.5
408,My Vodafone,Utilities,79.7041015625,0.0,3.0
409,Math Bingo,Education,13.92578125,2.99,4.5
410,▻Sudoku +,Games,58.7421875,4.99,5.0
411,"Tango - Free Video Call, Voice and Chat",Social Networking,128.6015625,0.0,4.5
412,MeetMe - Chat and Meet New People,Social Networking,127.7509765625,0.0,4.0
413,WebMD for iPad,Health & Fitness,16.7978515625,0.0,3.5
414,GeoBee Challenge HD by National Geographic,Games,34.30859375,1.99,4.5
415,"OPlayer HD - video player, classic media streaming",Entertainment,121.1357421875,4.99,4.0
416,TouchRetouch,Photo & Video,26.6669921875,1.99,4.0
417,Cat Physics,Games,14.1376953125,1.99,4.5
418,随手记（专业版）-好用的记账理财工具,Finance,80.0126953125,0.99,4.5
419,AnkiMobile Flashcards,Education,18.4736328125,24.99,4.0
420,WeatherPro for iPad,Weather,56.720703125,2.99,4.0
421,Real英会話,Education,76.48828125,3.99,4.5
422,BATTLE BEARS -1,Games,216.86890316009521,0.99,4.0
423,Crash Bandicoot Nitro Kart 2,Games,71.76843070983887,2.99,3.5
424,WIRED Magazine,News,22.7734375,0.0,2.5
425,Popplet,Productivity,4.6669921875,4.99,4.0
426,Notes Plus,Productivity,104.5419921875,9.99,4.0
427,Color Splash for iPad,Photo & Video,17.8837890625,1.99,4.5
428,Robot Unicorn Attack,Games,49.703125,0.99,4.0
429,SimSimi,Social Networking,29.90625,0.0,4.0
430,Carcassonne,Games,342.552734375,9.99,4.5
431,Apple Store,Shopping,67.50390625,0.0,3.5
432,TED,Education,80.162109375,0.0,3.5
433,Météo-France,Weather,118.341796875,0.0,3.5
434,Ma Banque,Finance,131.4794921875,0.0,3.5
435,Doodle God™,Games,116.0771484375,1.99,4.5
436,Carnivores: Dinosaur Hunter Pro,Games,290.541015625,2.99,4.0
437,Blackboard Mobile Learn™,Education,48.80859375,0.0,2.0
438,"SEC Football Schedules, Scores & Radio",Sports,57.5830078125,1.99,3.0
439,Hulu: Watch TV Shows & Stream the Latest Movies,Entertainment,94.9560546875,0.0,2.0
440,かなもじ,Education,58.43359375,3.99,4.5
441,恵方コンパス.,Navigation,39.29811382293701,0.0,0.0
442,360 Panorama,Photo & Video,7.5859375,1.99,4.5
443,"Mega Millions & Powerball - lottery games in the US with winning number results, lotto jackpots and prize payouts",Lifestyle,7.51171875,0.0,4.5
444,Cake Doodle,Games,94.9462890625,0.99,4.0
445,The Impossible Quiz! for iPad,Games,16.076364517211914,1.99,4.0
446,Boating USA,Navigation,106.044921875,9.99,3.5
447,Diptic,Photo & Video,35.0048828125,2.99,4.5
448,Family Feud™ HD,Games,75.6385726928711,6.99,3.5
449,Edmodo,Education,122.0126953125,0.0,3.5
450,Auto Palmistry Premium,Entertainment,42.294921875,2.99,3.0
451,Drift Mania Championship,Games,1123.8837890625,0.99,3.0
452,「宅建士」過去問題《受験用》,Education,23.3125,3.99,0.0
453,Osmos for iPad,Games,39.8369140625,4.99,4.5
454,携程旅行-酒店、机票、火车票预订助手,Travel,137.794921875,0.0,3.5
455,"Audible – audio books, original series & podcasts",Book,77.7802734375,0.0,4.5
456,Living Earth - Clock & Weather,Utilities,161.1796875,2.99,4.5
457,Sushi Cat,Games,59.484375,0.99,4.0
458,Talking Tom Cat for iPad,Entertainment,71.923828125,0.0,3.5
459,Let's create! Pottery HD,Entertainment,167.04296875,4.99,4.5
460,Files HD Pro - File Manager & Web Browser,Utilities,26.8154296875,4.99,4.0
461,Army Fitness APFT Calculator,Utilities,15.029296875,0.99,4.0
462,Ringtones for iPhone & Ringtone Maker,Music,104.2080078125,0.0,4.5
463,Zoopla Property Search -UK Homes for Sale and Rent,Lifestyle,56.6591796875,0.0,3.5
464,Vestiaire Collective - Pre-Owned Luxury Fashion,Shopping,132.3271484375,0.0,4.0
465,Week Calendar,Productivity,78.0537109375,1.99,4.5
466,Stack the States®,Education,126.2451171875,2.99,4.5
467,Flashlight Ⓞ,Utilities,40.080078125,0.0,5.0
468,ゲーム発展国＋＋,Games,182.54296875,4.99,4.0
469,Celebtwin: Celebrity Looks Like Lite,Lifestyle,77.9853515625,0.0,1.5
470,Onefootball - Soccer Scores & Live News,Sports,108.5419921875,0.0,4.5
471,SuperCam_Pro,Business,26.52734375,1.99,2.5
472,カロリー管理（痩せるアプリ）,Health & Fitness,42.345703125,3.99,4.5
473,手机百度 - 百度一下你就得到,Utilities,215.91796875,0.0,4.5
474,Sam's Club: Wholesale Shopping & Bulk Buy Deals,Shopping,107.87890625,0.0,4.0
475,Splashtop Personal - Remote Desktop,Business,53.392578125,4.99,4.5
476,eBay Kleinanzeigen - Free. Easy. Local.,Shopping,60.1025390625,0.0,4.5
477,Viber Messenger – Text & Call,Social Networking,123.6513671875,0.0,4.5
478,Osmos,Games,32.4150390625,2.99,4.5
479,shopkick - Shopping Rewards & Discounts,Shopping,71.3564453125,0.0,4.5
480,Decide Now!,Entertainment,3.3017578125,0.99,4.5
481,"Ringtone Designer Pro - Create Unlimited Ringtones, Text Tones, Email Alerts, and More!",Music,3.3018741607666016,0.99,4.5
482,The Secret of Grisly Manor,Games,49.3955078125,0.99,4.0
483,"Find My Family, Friends & iPhone - Life360 Locator",Social Networking,147.349609375,0.0,4.5
484,Pocketbooth - the photo booth in your pocket,Photo & Video,69.2236328125,0.99,4.5
485,"乐视视频-白鹿原,欢乐颂,奔跑吧全网热播",Entertainment,176.1337890625,0.0,4.5
486,The Incident,Games,18.6298828125,0.99,4.0
487,ホットペッパービューティー/サロン予約,Lifestyle,62.83984375,0.0,4.0
488,Dictionary.com Dictionary & Thesaurus Premium,Book,103.794921875,3.99,4.5
489,Autohome-Find new＆Used Cars For Sale,Lifestyle,85.0859375,0.0,4.0
490,OPEN Forum,Business,79.287109375,0.0,3.5
491,Weibo HD,Social Networking,99.5517578125,0.0,4.5
492,Reckless Racing HD,Games,73.56640625,0.99,4.0
493,Bloons Super Monkey,Games,27.2431640625,0.99,3.5
494,Lotto Results - Mega Millions Powerball Lottery,News,7.6201171875,0.0,4.0
495,IKEA Catalog,Lifestyle,117.2822265625,0.0,4.0
496,QQ安全中心,Utilities,31.3935546875,0.0,3.5
497,Free IQ Test: Calculate your IQ,Education,3.84765625,0.0,2.0
498,Infinity Blade,Games,595.1955890655518,0.99,5.0
499,淘宝 - 随时随地，想淘就淘,Shopping,295.328125,0.0,4.0
500,Virtual Regatta Offshore,Games,117.818359375,0.0,3.5
501,iSlash,Games,26.33984375,0.99,4.5
502,Ugly Meter™,Entertainment,29.03125,0.99,3.5
503,"Muslim Pro: Ramadan 2017 Prayer Times, Azan, Quran",Book,95.8935546875,0.0,4.5
504,Carbs & Cals - Diet & Diabetes,Health & Fitness,199.599609375,4.99,1.5
505,2XL Supercross HD,Games,258.1875,4.99,3.5
506,Fly Delta,Travel,134.2802734375,0.0,3.0
507,Google Authenticator,Utilities,16.4375,0.0,3.0
508,CamScanner +| PDF Document Scanner and OCR,Productivity,93.8896484375,0.99,4.5
509,Pocket Anatomy - Interactive 3D Human Anatomy and Physiology.,Medical,653.966796875,13.99,4.5
510,"Flashlight for iPhone , iPod and iPad",Utilities,61.0751953125,0.0,4.5
511,赶集网-工作生活啥都有！,Lifestyle,101.19921875,0.0,4.0
512,The Sims 3 Ambitions,Games,424.21484375,4.99,3.5
513,Bookshelf,Education,101.5146484375,0.0,2.5
514,QQ同步助手-新机一键换机必备工具,Utilities,69.5625,0.0,4.5
515,Der Feueralarm,Entertainment,29.2890625,0.99,0.0
516,POF - Best Dating App for Conversations,Social Networking,56.50390625,0.0,3.5
517,NFL,Sports,125.33984375,0.0,2.5
518,Vernier Video Physics,Education,38.59765625,4.99,4.0
519,Instagram,Photo & Video,108.67578125,0.0,4.5
520,"Due — Reminders, Countdown Timers",Productivity,30.6416015625,4.99,4.5
521,UFO on Tape,Games,33.7216796875,0.99,3.5
522,Catan HD,Games,774.3935546875,1.99,4.0
523,Polar Plunge ™,Games,3.5292673110961914,0.99,3.5
524,Sunday Ticket,Entertainment,88.1123046875,0.0,2.5
525,央视影音HD-海量央视内容高清直播,Entertainment,61.345703125,0.0,2.5
526,Neuroshima Hex,Games,487.41796875,4.99,4.5
527,"Maps 3D PRO - GPS for Bike, Hike, Ski & Outdoor",Navigation,24.7578125,4.99,4.0
528,ArtRage,Entertainment,56.1015625,4.99,4.0
529,Sleep Talk Recorder,Utilities,24.13671875,0.0,4.5
530,Spider Solitaire by MobilityWare,Games,37.619140625,4.99,4.5
531,iSleeping by iSommeil SARL,Medical,23.2880859375,0.0,0.0
532,中国建设银行,Finance,199.5517578125,0.0,2.0
533,Lane Splitter,Games,101.5263671875,0.99,4.5
534,Ryder Cup 2016 – Hazeltine National Golf Club,Sports,110.8623046875,0.0,2.5
535,Noteshelf,Productivity,111.9677734375,9.99,4.5
536,The Legend of Spookley the Square Pumpkin,Book,35.2314453125,2.99,4.5
537,BUBBLE BOBBLE DOUBLE,Games,54.316346168518066,4.99,3.0
538,Paprika Recipe Manager,Food & Drink,9.94921875,4.99,4.5
539,ToonCamera,Photo & Video,28.1279296875,1.99,4.5
540,Sonic The Hedgehog 4™ Episode I,Games,118.93359375,2.99,4.0
541,Cisco AnyConnect,Business,44.701171875,0.0,3.5
542,GroupMe,Social Networking,63.7666015625,0.0,4.5
543,招商银行,Finance,147.734375,0.0,3.5
544,Jenga,Games,93.04296875,0.0,4.5
545,"Zappos: shop shoes & clothes, fast free shipping",Shopping,67.0673828125,0.0,5.0
546,"Printer Pro - Print photos, pdf and emails",Productivity,94.2421875,6.99,4.5
547,Sephora Makeup & Beauty App – Insider Tips & Style,Shopping,140.19140625,0.0,4.5
548,欧路英语词典 Eudic 增强版,Book,145.5986328125,2.99,4.0
549,爱奇艺 - 电视剧电影综艺娱乐视频播放器,Entertainment,224.2666015625,0.0,3.5
550,Mathmateer®,Education,24.8232421875,1.99,4.5
551,Battleheart,Games,262.7197265625,2.99,4.5
552,Youku HD,Entertainment,138.4169921875,0.0,4.0
553,Bowitter for iPhone,Social Networking,3.02734375,0.99,0.0
554,Need for Speed™ Hot Pursuit,Games,1210.3583984375,4.99,4.0
555,Instant Heart Rate+: Heart Rate & Pulse Monitor,Health & Fitness,180.7353515625,4.99,4.5
556,去哪儿旅行-预订机票酒店火车票特价旅游自由行,Travel,125.62109375,0.0,4.0
557,NOAA Hurricane Center,Weather,7.6953125,1.99,3.0
558,CVS Pharmacy,Shopping,123.18359375,0.0,4.0
559,Age of Zombies™,Games,51.3125,0.99,4.5
560,AVPlayer,Entertainment,37.947265625,2.99,4.0
561,土豆视频HD—高清影视综艺视频播放器,Entertainment,65.4873046875,0.0,3.0
562,土豆（短视频分享平台）,Entertainment,84.4970703125,0.0,3.0
563,Spider Solitaire Free by MobilityWare,Games,87.345703125,0.0,4.5
564,The Calculator,Utilities,67.8798828125,2.99,4.5
565,Game Dev Story,Games,182.5859375,4.99,4.5
566,French Words for Kids - Learn Letter Sounds,Education,33.873046875,3.99,4.5
567,Death Worm,Games,27.9462890625,0.99,4.0
568,Cartoon Wars 2: Heroes,Games,40.51473522186279,0.99,4.5
569,MSNBC,News,88.689453125,0.0,3.5
570,Super Stickman Golf,Games,84.76171875,2.99,4.5
571,Black Friday 2017 Ads App - BlackFriday.fm,Shopping,22.216796875,0.0,4.5
572,Hotel Dash Deluxe,Games,47.765625,0.99,4.5
573,Backbreaker 2: Vengeance,Games,79.359375,0.99,4.5
574,The Calculator - Free and Easy Calculating!,Utilities,81.0107421875,0.0,4.5
575,出会い系アプリ i-Mail（アイメール）,Social Networking,3.65625,0.0,0.0
576,Angry Birds Seasons HD,Games,677.572265625,0.0,4.0
577,Gravity Guy,Games,21.53125,0.99,4.5
578,"Fooducate - Lose Weight, Eat Healthy,Get Motivated",Health & Fitness,46.33984375,0.0,4.5
579,招商银行信用卡掌上生活,Finance,153.3173828125,0.0,2.5
580,myChevrolet,Lifestyle,81.5537109375,0.0,2.0
581,Puzzle Quest 2,Games,1258.65625,2.99,3.5
582,Mountain Biker,Games,157.732421875,1.99,3.5
583,Yurekuru Call,Weather,53.9873046875,0.0,4.0
584,Stratego® Single Player,Games,186.3544921875,2.99,3.5
585,Text Free: Free Texting + Calling + MMS,Lifestyle,129.8759765625,0.0,4.0
586,腾讯新闻-头条新闻热点资讯掌上阅读软件,News,109.556640625,0.0,4.0
587,Merriam-Webster Dictionary,Book,148.3857421875,0.0,4.5
588,中国银行手机银行,Finance,240.05078125,0.0,1.5
589,Learn English quickly with MosaLingua,Education,49.2724609375,4.99,5.0
590,Reiner Knizia's Ra,Games,33.37109375,3.99,4.5
591,Guitar Pro,Music,32.8115234375,6.99,4.0
592,Flick Golf!,Games,56.8994140625,0.99,4.5
593,DirectVR Remote for DirecTV,Utilities,7.150390625,0.99,4.0
594,World of Goo,Games,113.6123046875,4.99,4.5
595,Airbnb,Travel,232.4833984375,0.0,4.0
596,UPAD 3,Productivity,32.8037109375,5.99,4.0
597,Tagesschau,News,80.0400390625,0.0,4.0
598,iExit Interstate Exit Guide,Travel,9.3310546875,0.0,4.5
599,Genius Scan+ - PDF Scanner,Business,41.3310546875,7.99,4.5
600,iSafe Pro,Utilities,91.5048828125,0.99,4.5
601,NBA JAM by EA SPORTS™,Games,391.19921875,4.99,4.0
602,iHandy Translator Pro,Book,28.974609375,2.99,4.5
603,AR Missile - Automatic Target Tracking,Entertainment,16.3828125,0.99,4.5
604,"QuakeFeed Earthquake Map, Alerts, and News",Weather,67.0078125,0.0,4.5
605,Dungeon Raid,Games,11.35927677154541,0.99,5.0
606,Badoo Premium - Meet new people. Extra features.,Social Networking,150.080078125,2.99,4.5
607,Fruit Ninja®,Games,156.212890625,0.0,4.5
608,LEGO Harry Potter: Years 1-4,Games,453.66065788269043,4.99,4.0
609,Rat On A Skateboard,Games,9.0205078125,1.99,4.5
610,iTrackBites Plus - Smart Weight Loss Tracker & Points Calculator for Diet Nutrition Watchers,Health & Fitness,64.7763671875,3.99,4.5
611,Pocket God: Journey To Uranus,Games,112.94921875,1.99,3.5
612,ファッション通販 ZOZOTOWN,Shopping,41.5908203125,0.0,0.0
613,Bloons TD 4,Games,22.361270904541016,2.99,4.5
614,Cartoon Network App – Teen Titans Go! And more!,Entertainment,97.154296875,0.0,3.0
615,SkyView® - Explore the Universe,Education,89.1015625,1.99,4.5
616,Coach Guitar - Lessons & Easy Tabs For Beginners,Music,126.01953125,0.0,4.5
617,Lobi,Social Networking,36.7548828125,0.0,4.0
618,MONOPOLY for iPad,Games,934.5146484375,4.99,3.5
619,"聚力视频HD-人民的名义,跨界歌王全网热播",Entertainment,86.5224609375,0.0,4.0
620,Eden - World Builder,Games,116.7578125,0.99,4.0
621,"Holiday Greetings - 3D Animations, Emoji, Emoticons, Sounds & Videos for Special Occasions",Entertainment,12.19140625,0.99,4.0
622,Puffin Browser Pro,Utilities,60.5341796875,3.99,3.5
623,8mm Vintage Camera,Photo & Video,21.1982421875,1.99,4.5
624,GasBuddy,Travel,138.51171875,0.0,4.5
625,Paprika Recipe Manager for iPhone,Food & Drink,9.943359375,4.99,4.5
626,BillMinder - Bill Reminder and Organizer,Finance,4.080526351928711,1.99,4.5
627,myCardLists Christmas Card Address Label Printing,Utilities,20.3818359375,1.99,4.0
628,Capital One Mobile,Finance,260.6005859375,0.0,4.5
629,HotelTonight - Great Deals on Last Minute Hotels,Travel,75.6572265625,0.0,4.5
630,The 7th Guest,Games,625.5980253219604,4.99,4.0
631,Stack the Countries®,Education,179.3203125,2.99,4.5
632,"腾讯视频HD-楚乔传,明日之子6月全网首播",Entertainment,117.8388671875,0.0,4.0
633,Secret of Mana,Games,183.2353515625,7.99,4.0
634,AVPlayerHD,Entertainment,37.990234375,2.99,4.0
635,SimplePhysics,Games,8.3671875,1.99,4.5
636,Hot Springs Story,Games,174.9130859375,4.99,4.5
637,The Guardian,News,88.66015625,0.0,5.0
638,Annabel Karmel's Baby & Toddler Recipe App,Food & Drink,99.5693359375,4.99,2.0
639,SecurityCam for iPhone,Photo & Video,9.984375,0.99,1.0
640,La Banque Postale,Finance,22.6904296875,0.0,3.0
641,"My Score Plus Weight Loss, Food & Exercise Tracker",Health & Fitness,57.3583984375,0.0,4.0
642,爱奇艺HD -《欢乐颂2》电视剧热播,Entertainment,147.4384765625,0.0,4.0
643,Quit Pro,Health & Fitness,32.34375,0.99,4.5
644,Splice - Video Editor + Movie Maker by GoPro,Photo & Video,117.369140625,0.0,4.5
645,Localscope - Find places and people around you,Navigation,13.2109375,2.99,4.5
646,Slingo Supreme HD,Games,57.2333984375,0.99,4.5
647,VLC Streamer,Entertainment,78.578125,2.99,4.5
648,Low Carb Diet Tracker PRO by Carb Manager,Health & Fitness,55.1328125,2.99,4.5
649,NOAA Weather Radio,Weather,13.5732421875,3.99,4.0
650,Mad Skills Motocross,Games,16.1640625,0.99,4.5
651,Pearson eText,Education,20.1025390625,0.0,2.5
652,QWOP for iOS,Games,25.966581344604492,0.99,4.0
653,"Sleep Pillow Sounds: white noise, rain, ocean, fan",Health & Fitness,118.3994140625,2.99,4.5
654,Microsoft OneNote,Productivity,222.71484375,0.0,4.5
655,PlayStation®App,Entertainment,19.234375,0.0,3.0
656,Scan - QR Code and Barcode Reader,Utilities,9.5927734375,1.99,4.5
657,Carnivores: Ice Age Pro,Games,189.49609375,2.99,4.5
658,花しらべ 花認識/花検索,Book,775.814453125,6.99,0.0
659,Fighter Verses - memorize bible verses,Book,13.140625,2.99,4.5
660,Schoology,Education,114.8056640625,0.0,3.0
661,iDarkroom,Photo & Video,28.0087890625,0.99,4.5
662,"GolfNow – Book Tee Times, Golf GPS, Scorecard",Sports,72.359375,0.0,4.0
663,Hudl,Sports,223.09765625,0.0,3.5
664,"乐视视频HD-白鹿原,欢乐颂,奔跑吧全网热播",Entertainment,130.3369140625,0.0,4.0
665,TEDiSUB - Enjoy TED Talks with Subtitles,Entertainment,42.056640625,0.0,4.5
666,SkyDroid - Golf GPS,Sports,24.419921875,1.99,4.0
667,Verbrechen - echte Polizeifälle aus Deiner Umgebung,News,7.783203125,1.99,0.0
668,Legendary Wars,Games,236.04296875,0.99,4.5
669,ナビタイム ドライブサポーター - NAVITIMEのカーナビアプリ,Navigation,119.84375,0.0,0.0
670,Weather Radio by WDT,Weather,21.8193359375,4.99,3.0
671,Home Design 3D - 3D Printing Edition,Productivity,200.78515625,6.99,4.5
672,マクドナルド - McDonald's Japan,Food & Drink,58.3330078125,0.0,3.0
673,SkyView® Free - Explore the Universe,Education,83.5361328125,0.0,4.5
674,搜房网房天下-新房二手房租房交易平台,Lifestyle,149.19921875,0.0,4.0
675,WordFoto,Photo & Video,5.5322265625,1.99,4.0
676,IRS2Go,Finance,9.642578125,0.0,3.0
677,手机京东-首次购买可领取188元优惠券,Shopping,231.37890625,0.0,3.5
678,搜狐视频HD-欢乐颂2 全网首播,Entertainment,76.0048828125,0.0,4.0
679,WeChat,Social Networking,174.1640625,0.0,4.5
680,QQ音乐-来这里“发现・音乐”,Music,147.3916015625,0.0,3.5
681,Google Translate,Book,62.2568359375,0.0,3.5
682,Pocket Casts,News,46.0849609375,3.99,4.0
683,The Lost City,Games,101.4970703125,1.99,4.5
684,Tasty Planet,Games,21.47265625,2.99,4.5
685,Feed the Head,Games,17.5078125,1.99,4.5
686,ContactsBook -AddressBook Organizer,Utilities,6.771484375,0.99,4.5
687,安居客-二手房、新房、租房的找房助手,Lifestyle,102.21875,0.0,4.5
688,"汽车之家-提供新车,二手车报价及资讯",Lifestyle,52.2763671875,0.0,4.0
689,PhotoSync – transfer and backup photos & videos,Photo & Video,62.4609375,2.99,4.5
690,My Verizon,Utilities,143.8056640625,0.0,4.5
691,Meitu,Photo & Video,135.5185546875,0.0,5.0
692,Talking Ben the Dog for iPad,Entertainment,74.92578125,0.0,4.0
693,中国联通手机营业厅客户端(官方版),Utilities,75.125,0.0,3.0
694,Bodyweight Training: You Are Your Own Gym,Health & Fitness,405.9384765625,4.99,5.0
695,唯品会-欢乐颂2独家电商 同款热卖,Shopping,152.88671875,0.0,4.5
696,GMX Mail,Productivity,95.6884765625,0.0,4.5
697,Talking Carl,Entertainment,61.361328125,0.99,4.5
698,Tiny Wings,Games,28.8505859375,0.99,4.5
699,NOAA Weather Alerts - Severe Weather Push Notifications & Warnings,Weather,10.02734375,3.99,4.5
700,"Bleacher Report: Sports news, scores, & highlights",Sports,81.3330078125,0.0,4.5
701,TuneIn Radio - MLB NBA Audiobooks Podcasts Music,Music,97.0224609375,0.0,4.5
702,iTheme - Themes for iPhone and iPad,Lifestyle,50.1806640625,1.99,4.0
703,Bitauto Autoprice,Utilities,76.037109375,0.0,5.0
704,"Math Fact Master: Addition, Subtraction, Multiplication, and Division",Education,7.6572265625,0.99,4.5
705,Lieferando.de,Food & Drink,30.0830078125,0.0,3.5
706,万年历-值得信赖的日历黄历查询工具,Utilities,107.697265625,0.0,4.5
707,Temple Run,Games,62.8671875,0.0,4.5
708,Angry Birds Rio,Games,131.912109375,0.0,4.5
709,Angry Birds Rio HD,Games,216.388671875,0.0,4.5
710,My Baby's Beat - Prenatal Listener,Lifestyle,66.796875,4.99,3.0
711,My Horse,Games,287.9111328125,0.0,4.5
712,iStatVball 2 iPad Edition,Sports,14.4521484375,19.99,4.5
713,Magic Piano by Smule,Music,52.4814453125,0.0,4.5
714,DIRECTV App for iPad,Entertainment,199.7587890625,0.0,3.5
715,PodCruncher podcast app - Player and manager for podcasts,News,6.30859375,2.99,4.5
716,Shell Shock 1.5,Games,44.69306755065918,0.99,3.0
717,Talking Tom Cat 2 for iPad,Entertainment,69.724609375,0.0,4.0
718,MTV,Entertainment,108.5166015625,0.0,2.5
